JOB_NUM,Q1,Q2,Q3,EN,SN,FN,F,M,ORIG_MAPE,MAPE1,MAPE2,WMAPE,KAPPA,SIM_TIME
1,0.9,0.9,0.81,0.25,0.1,0.03,0.0013,0,17.16503,1.41672,33.37292,34.08128,,63
2,0.9,0.9,0.81,0.25,0.1,0.09,0.0015,800,5.44558,1.53336,9.47968,10.24636,,72
3,0.9,0.9,2.56,0.4,0.2,0.03,0.0013,0,16.0133,1.40937,31.04198,31.74667,,64
4,0.9,1.1,0.81,0.4,0.2,0.03,0.0015,800,7.20798,1.42028,13.17523,13.88537,,76
5,0.9,1.1,2.56,0.25,0.2,0.09,0.0013,800,6.30481,1.82611,10.92379,11.83685,,73
6,0.9,1.1,2.56,0.4,0.1,0.09,0.0015,0,15.64936,1.39233,30.31745,31.01362,,63
7,1.6,0.9,2.56,0.4,0.1,0.03,0.0015,800,7.28368,1.4844,13.26247,14.00467,,76
8,1.6,0.9,2.56,0.25,0.2,0.09,0.0015,0,31.50914,2.46501,61.3939,62.62641,,62
9,1.6,0.9,0.81,0.4,0.2,0.09,0.0013,800,5.84683,1.7365,10.08609,10.95434,,72
10,1.6,1.1,2.56,0.25,0.1,0.03,0.0013,800,6.36126,1.5744,11.29721,12.08441,,74
11,1.6,1.1,0.81,0.4,0.1,0.09,0.0013,0,10.46332,1.48543,19.69744,20.44015,,66
12,1.6,1.1,0.81,0.25,0.2,0.03,0.0015,0,12.76733,1.82879,24.02087,24.93526,,66
13,1.58373,0.97532,2.51412,0.31303,0.16047,0.08512,0.00144,0.32162,29.98403,1.93162,58.84492,59.81073,2.5,93.13039
14,1.54319,0.9671,2.42217,0.31416,0.14079,0.05198,0.00146,1.2741,26.84098,1.6684,52.73852,53.57272,2.5,132.97999
15,1.25921,0.94116,2.47306,0.26508,0.19015,0.03385,0.00143,2.91463,19.76917,1.66262,38.39787,39.22918,2.5,110.84618
16,1.54653,0.96226,0.84268,0.33516,0.17632,0.07514,0.0015,2.54083,12.52821,1.84844,23.50396,24.42818,2.5,110.76301
17,1.5296,0.93435,2.07425,0.36786,0.17406,0.08407,0.00131,0.3392,18.03408,1.72527,34.80979,35.67243,2.5,125.36384
18,0.90944,0.96128,2.43632,0.35347,0.17061,0.04089,0.00142,1.72502,16.90269,1.453,32.80006,33.52656,2.5,114.69047
19,1.2124,1.02995,2.55373,0.37602,0.17902,0.07255,0.00148,4.88937,18.96857,1.6124,36.82878,37.63499,2.5,114.34626
20,1.5868,0.95324,2.50519,0.25885,0.16711,0.04925,0.0014,6.91769,23.0343,1.91937,44.7484,45.70808,2.5,138.71204
21,1.26494,0.96744,1.18526,0.25099,0.15863,0.07915,0.00145,6.68818,19.63964,2.01975,37.7644,38.77427,2.5,116.25394
22,0.90302,0.98001,2.38135,0.33653,0.193,0.06523,0.00145,8.08419,17.71829,1.56503,34.33793,35.12044,2.5,116.3076
23,0.92251,0.93457,2.41268,0.32257,0.1037,0.07658,0.00131,6.27189,17.57001,1.39782,34.20802,34.90693,2.5,87.98084
24,1.54179,1.09742,2.411,0.33816,0.1096,0.06906,0.00133,0.80026,27.32389,1.529,53.86113,54.62563,2.5,141.26161
25,1.31176,0.93036,0.87349,0.35029,0.13668,0.03068,0.00136,10.24194,15.81714,1.47653,30.57194,31.31021,2.5,132.05731
26,1.44838,0.99286,2.09669,0.39566,0.18861,0.03909,0.00149,307.89882,12.66321,1.57699,24.07727,24.86577,2.5,103.7391
27,1.44112,0.95182,2.54941,0.29455,0.17441,0.0788,0.0014,1.0921,24.74675,1.95362,48.19765,49.17446,2.5,102.44706
28,1.12587,1.03311,2.31519,0.37158,0.13126,0.07007,0.00144,770.5386,6.8157,1.44842,12.34941,13.07362,2.5,115.32287
29,1.51094,0.9061,0.86813,0.3179,0.18955,0.0749,0.0014,4.95716,13.74618,1.91199,25.92591,26.8819,2.5,108.94627
30,1.48032,0.96734,2.53832,0.27234,0.12297,0.03822,0.0014,0.57837,23.29048,1.62841,45.58325,46.39745,2.5,102.46306
31,1.58594,1.06768,2.42493,0.39491,0.1048,0.06457,0.00144,0.156,19.60471,1.50676,38.22612,38.9795,2.5,103.04296
32,0.90859,0.99413,1.91796,0.33713,0.12382,0.05792,0.00136,572.55416,2.30066,1.40551,3.22551,3.92827,2.5,112.03382
33,1.42344,1.09059,1.48831,0.27427,0.12875,0.03301,0.00143,679.31578,3.77714,1.60203,6.02014,6.82116,2.5,105.55853
34,1.28425,0.98157,2.4486,0.37017,0.14165,0.03506,0.00139,191.17985,12.70776,1.47143,24.27011,25.00583,2.5,104.62782
35,1.51811,1.09472,2.51652,0.33031,0.13721,0.07595,0.00141,22.43906,24.99713,1.68361,48.98677,49.82857,2.5,102.55619
36,1.58494,1.0814,2.47002,0.27231,0.11028,0.04685,0.00142,0.07543,21.83884,1.66121,42.59796,43.42856,2.5,105.45017
37,1.19746,1.09479,2.43104,0.37036,0.10254,0.06736,0.00147,0.05852,18.42668,1.44511,35.90473,36.62728,2.5,102.40255
38,1.44323,1.07371,2.13798,0.37666,0.17515,0.07355,0.00149,25.19748,27.39682,1.68928,53.84788,54.69252,2.5,103.4616
39,1.05527,0.95933,2.52734,0.37345,0.10913,0.03546,0.0013,0.10412,17.17208,1.39486,33.40633,34.10376,2.5,110.98256
40,1.55753,0.92822,0.931,0.38932,0.14013,0.08904,0.00135,27.72175,11.28609,1.56135,21.29767,22.07835,2.5,107.68264
41,1.28017,1.08259,0.89141,0.32294,0.12224,0.03469,0.00138,23.68692,15.55013,1.48945,30.0188,30.76353,2.5,104.07636
42,1.36823,0.9071,2.19701,0.35224,0.11909,0.03391,0.00131,0.05312,20.5607,1.45604,40.21762,40.94564,2.5,104.32703
43,1.36229,0.90521,2.495,0.38628,0.1088,0.04189,0.00144,24.43789,18.96827,1.45477,36.98453,37.71192,2.5,103.99977
44,1.31779,0.94661,2.49714,0.37969,0.168,0.05219,0.00135,0.04081,20.24965,1.54013,39.50521,40.27528,2.5,102.32076
45,1.50313,1.00298,2.44588,0.34279,0.16733,0.04448,0.00141,0.03068,24.42658,1.63977,47.87178,48.69166,2.5,102.49525
46,1.2394,1.06638,2.3665,0.32426,0.14299,0.03257,0.00149,20.70995,18.82137,1.52476,36.61675,37.37913,2.5,102.09915
47,0.94558,1.02598,2.5587,0.37821,0.10398,0.07419,0.00146,25.81192,15.90934,1.39602,30.84946,31.54747,2.5,110.12886
48,1.19078,1.03307,2.43344,0.37218,0.10155,0.06216,0.00133,0.10833,18.63583,1.419,36.35206,37.06156,2.5,108.1049
49,1.59513,1.09125,1.22715,0.31359,0.1776,0.07091,0.00137,25.30426,12.4805,1.93725,23.32339,24.29201,2.5,91.62688
50,1.468769564,1.074571598,1.658879406,0.291900627,0.126016368,0.042200892,0.001437736,22.04293568,16.26861982,1.623245852,31.33771813,32.14934106,2.5,95.71990204
51,1.283004599,1.024562818,2.114342364,0.300606971,0.176404603,0.059200538,0.001456673,0.020104325,23.42691243,1.7567379,45.72110707,46.59947602,2.5,76.36685061
52,1.083436945,1.06218811,2.493254821,0.307568035,0.185264397,0.071659097,0.001302557,23.11699814,18.00156571,1.708722566,34.76751963,35.62188092,2.5,75.95559335
53,1.539571818,0.967300009,2.432408817,0.394832132,0.145834,0.05701938,0.001473892,17.98793194,24.79700925,1.553466607,48.71530438,49.49203768,2.5,78.28270626
54,1.459817392,1.036003954,2.102892623,0.342643129,0.106512362,0.041321972,0.001422251,0.076524175,20.83916555,1.493805912,40.75471311,41.50161607,2.5,78.29646397
55,1.48800418,1.088593766,2.472295855,0.379379737,0.129563397,0.08417217,0.001383832,0.020906548,24.18655571,1.54225638,47.48553189,48.25666008,2.5,76.55280089
56,1.39246529,1.089754596,2.542862701,0.38300236,0.172820275,0.083464425,0.001453682,0.060903445,21.70151162,1.672183579,42.31359477,43.14968656,2.5,83.48805475
57,1.284766052,1.014593714,2.223654355,0.398347365,0.111162913,0.035866755,0.001474198,0.013007377,19.88452397,1.450321787,38.85604259,39.58120348,2.5,77.91492724
58,0.97389706,0.965627608,2.342105862,0.368554435,0.144831053,0.073206713,0.001417379,16.92152899,17.38895637,1.459097546,33.77696903,34.5065178,2.5,77.88024807
59,1.346283107,0.972058426,2.555381552,0.28129645,0.174836311,0.07688053,0.001396073,0.017138371,22.91617885,1.947347792,44.49241957,45.46609347,2.5,78.34844089
60,1.396479505,1.03524509,2.471670682,0.362821209,0.141420735,0.030936163,0.001451908,18.94798452,20.12687145,1.511011312,39.2833115,40.03881716,2.5,76.42649102
61,1.517160491,1.005555358,1.033524122,0.367814123,0.176852188,0.069175416,0.00148888,18.18243941,12.85491331,1.719779394,24.32024025,25.18012994,2.5,78.25918174
62,1.560004872,0.971282699,1.870897457,0.354137562,0.154161166,0.084638553,0.001410591,602.7544876,6.258680681,1.69396128,10.95984941,11.80683005,2.5,77.88909841
63,1.486282846,0.940782844,2.382151902,0.303026807,0.107846349,0.067272271,0.001411863,0.115772611,25.60300551,1.570067653,50.3310161,51.11604992,2.5,78.62729168
64,1.561336032,1.020219514,1.37492705,0.322808498,0.138894285,0.07491495,0.001475852,58.06416373,13.18207421,1.727741439,24.97031897,25.83418968,2.5,78.1015656
65,1.458913603,0.914487817,2.236586882,0.395085368,0.173462363,0.042809629,0.001384446,217.314012,15.50987964,1.542308499,29.89039889,30.66155314,2.5,84.30369473
