U,RF
0.0,0.0
0.000109,0.0
0.000218,0.0
0.00032700000000000003,0.0
0.000436,0.0
0.000545,0.0
0.0006540000000000001,0.0
0.000763,0.0
0.000872,0.0
0.000981,0.0
0.00109,0.0
0.001199,0.0
0.0013080000000000001,0.0
0.001417,0.0
0.001526,0.0
0.0016350000000000002,0.0
0.001744,0.0
0.001853,0.0
0.001962,0.0
0.002071,0.0
0.00218,0.0
0.0022890000000000002,0.0
0.002398,0.0
0.002507,0.0
0.0026160000000000003,0.0
0.002725,0.0
0.002834,0.0
0.0029430000000000003,0.0
0.003052,0.0
0.003161,0.011033435226611044
0.0032700000000000003,0.028693251517635687
0.003379,0.046316306313267
0.003488,0.06390263682043529
0.0035970000000000004,0.08145228024607076
0.003706,0.09896527379710396
0.0038150000000000002,0.11644165468046497
0.003924,0.13388146010308433
0.004033,0.15128472727189213
0.004142,0.1686514933938189
0.0042510000000000004,0.18598179567579487
0.00436,0.20327567132475022
0.004469,0.2205331575476155
0.0045780000000000005,0.23775429155132088
0.004687,0.2549391105427967
0.004796,0.2720876517289734
0.0049050000000000005,0.2891999523167812
0.005014,0.30627604951315035
0.005123,0.3233159805250112
0.0052320000000000005,0.3403197825592942
0.005341,0.3572874928229294
0.00545,0.37421914852284743
0.005559000000000001,0.39111478686597834
0.005668,0.40797444505925273
0.005777,0.4247981603096007
0.005886000000000001,0.4415859698239525
0.005995,0.4583379108092387
0.006104,0.4750540204723893
0.006213000000000001,0.4917343360203351
0.006322,0.508378894660006
0.006431,0.5249877335983323
0.006540000000000001,0.5415608900422447
0.006649,0.558098401198673
0.006758,0.5746003042745479
0.006867000000000001,0.5910666364767997
0.006976,0.6074974350123584
0.007085,0.6238927370881547
0.007194000000000001,0.6402525799111188
0.0073030000000000005,0.6565770006881809
0.007412,0.6728660366262712
0.007521000000000001,0.6891197249323205
0.0076300000000000005,0.7053381028132589
0.007739,0.7215212074760166
0.007848,0.7376690761275239
0.007957,0.7537817459747108
0.008066,0.7698592542245083
0.008175,0.7859016380838465
0.008284,0.8019089347596554
0.008393000000000001,0.8178811814588659
0.008502000000000001,0.833818415388408
0.008611,0.8497206737552115
0.00872,0.8655879937662075
0.008829,0.8814204126283262
0.008938,0.8972179675484974
0.009047000000000001,0.9129806957336518
0.009156000000000001,0.9287086343907197
0.009265,0.9444018207266315
0.009374,0.9600602919483173
0.009483,0.9756840852627074
0.009592,0.9912732378767325
0.009701000000000001,1.0068277869973223
0.009810000000000001,1.0223477698314078
0.009919,1.0378332235859191
0.010028,1.0532841854677861
0.010137,1.0687006926839397
0.010246,1.0840827824413095
0.010355000000000001,1.0994304919468263
0.010464000000000001,1.114743858407421
0.010573,1.1300229190300226
0.010682,1.1452677110215626
0.010791,1.1604782715889708
0.0109,1.1756546379391772
0.011009000000000001,1.1907968472791124
0.011118000000000001,1.205904936815707
0.011227000000000001,1.2209789437558913
0.011336,1.236018905306595
0.011445,1.2510248586747492
0.011554,1.2659968410672837
0.011663000000000001,1.280934889691129
0.011772000000000001,1.295839041753215
0.011881000000000001,1.3107093344604728
0.01199,1.3255458050198325
0.012099,1.340348490638224
0.012208,1.3551174285225778
0.012317000000000002,1.3698526558798245
0.012426000000000001,1.3845542099168937
0.012535000000000001,1.3992221278407166
0.012644,1.4138564468582229
0.012753,1.4284572041763433
0.012862,1.4430244370020078
0.012971000000000002,1.4575581825421473
0.013080000000000001,1.472058478003691
0.013189000000000001,1.4865253605935709
0.013298,1.5009588675187153
0.013407,1.5153590359860556
0.013516,1.529725903202523
0.013625000000000002,1.5440595063750462
0.013734000000000001,1.558359882710556
0.013843000000000001,1.5726270694159834
0.013952,1.5868611036982578
0.014061,1.6010620227643102
0.01417,1.6152298638210705
0.014279,1.629364664075469
0.014388000000000001,1.643466460734437
0.014497000000000001,1.6575352910049035
0.014606000000000001,1.6715711920937988
0.014715,1.6855742012080546
0.014824,1.6995443555546
0.014933,1.7134816923403657
0.015042000000000002,1.727386248772282
0.015151000000000001,1.741258062057279
0.015260000000000001,1.7550971694022874
0.015369,1.768903608014238
0.015478,1.7826774151000593
0.015587,1.7964186278666836
0.015696,1.81012728352104
0.015805,1.8238034192700598
0.015914,1.8374470723206722
0.016023000000000003,1.8510582798798079
0.016132,1.8646370791543978
0.016241000000000002,1.8781835073513715
0.01635,1.8916976016776599
0.016459,1.9051793993401929
0.016568,1.9186289375459014
0.016677,1.9320462535017144
0.016786000000000002,1.9454313844145634
0.016895,1.9587843674913783
0.017004000000000002,1.97210523993909
0.017113,1.9853940389646278
0.017222,1.998650801774923
0.017331000000000003,2.011875565576905
0.01744,2.0250683675775045
0.017549000000000002,2.0382292449836523
0.017658,2.0513582350022785
0.017767,2.0644553748403123
0.017876,2.077520701704686
0.017985,2.090554252802328
0.018094000000000002,2.10355606534017
0.018203,2.1165261765251415
0.018312000000000002,2.129464623564173
0.018421,2.142371443664196
0.01853,2.155246674032139
0.018639000000000003,2.168090351874933
0.018748,2.180902514399508
0.018857000000000002,2.193683198812795
0.018966,2.2064324423217245
0.019075,2.219150282133226
0.019184,2.23183675545423
0.019293,2.2444918994916674
0.019402000000000003,2.2571157514524676
0.019511,2.269708348543562
