U,RF
0.0,0.0
9.1e-05,0.0
0.000182,0.0
0.000273,0.0
0.000364,0.0
0.000455,0.0
0.000546,0.0
0.000637,0.0
0.000728,0.0
0.0008190000000000001,0.0
0.00091,0.0
0.001001,0.0
0.001092,0.0
0.001183,0.0
0.001274,0.0
0.0013650000000000001,0.0
0.001456,0.0
0.001547,0.0
0.0016380000000000001,0.0
0.001729,0.0
0.00182,0.0
0.0019110000000000002,0.0
0.002002,0.0
0.0020930000000000002,0.0
0.002184,0.0
0.002275,0.0
0.002366,0.0
0.002457,0.0
0.002548,0.0
0.0026390000000000003,0.0
0.0027300000000000002,0.0
0.002821,0.0
0.002912,0.0
0.003003,0.0
0.003094,0.0
0.003185,0.014568068772361054
0.0032760000000000003,0.029309647892141633
0.003367,0.04402559219736624
0.003458,0.05871592335365128
0.003549,0.07338066302661306
0.00364,0.08801983288186799
0.003731,0.10263345458503215
0.0038220000000000003,0.11722154980172217
0.003913,0.13178414019755413
0.004004,0.14632124743814467
0.0040950000000000005,0.16083289318910987
0.0041860000000000005,0.17531909911606613
0.004277,0.18977988688462977
0.004368,0.20421527816041718
0.004459,0.21862529460904467
0.00455,0.23300995789612866
0.004641,0.24736928968728533
0.004732,0.2617033116481311
0.004823,0.2760120454442824
0.004914,0.29029551274135534
0.005005,0.3045537352049664
0.005096,0.3187867345007319
0.005187,0.33299453229426823
0.005278000000000001,0.34717715025119156
0.0053690000000000005,0.3613346100371184
0.0054600000000000004,0.375466933317665
0.005551,0.3895741417584476
0.005642,0.4036562570250828
0.005733,0.4177133007831868
0.005824,0.43174529469837575
0.005915,0.44575226043626626
0.006006,0.4597342196624745
0.006097,0.47369119404261695
0.006188,0.48762320524230973
0.006279,0.5015302749271695
0.00637,0.5154124247628122
0.006461000000000001,0.5292696764148546
0.0065520000000000005,0.5431020515489124
0.0066430000000000005,0.5569095718306027
0.006734,0.5706922589255414
0.006825,0.5844501344993449
0.006916,0.5981832202176296
0.007007,0.6118915377460115
0.007098,0.6255751087501076
0.007189,0.6392339548955335
0.00728,0.652868097847906
0.007371,0.6664775592728414
0.007462,0.680062360835956
0.007553,0.693622524202866
0.007644000000000001,0.7071580710391876
0.0077350000000000006,0.7206690230105377
0.007826,0.7341554017825322
0.007917,0.7476172290207874
0.008008,0.7610545263909201
0.008099,0.774467315558546
0.008190000000000001,0.7878556181892817
0.008281,0.8012194559487438
0.008372000000000001,0.8145588505025483
0.008463,0.8278738235163117
0.008554,0.8411643966556503
0.008645,0.8544305915861805
0.008736,0.8676724299735183
0.008827,0.8808899334832803
0.008918,0.8940831237810829
0.009009,0.9072520225325427
0.0091,0.9203966514032753
0.009191,0.9335170320588972
0.009282,0.9466131861650253
0.009373000000000001,0.9596851353872757
0.009464,0.9727329013912647
0.009555000000000001,0.9857565058426083
0.009646,0.9987559704069231
0.009737,1.0117313167498256
0.009828,1.024682566536932
0.009919,1.0376097414338585
0.01001,1.0505128631062215
0.010101,1.0633919532196374
0.010192,1.0762470334397227
0.010283,1.0890781254320934
0.010374,1.1018852508623662
0.010465,1.1146684313961568
0.010556000000000001,1.1274276886990824
0.010647,1.1401630444367588
0.010738000000000001,1.152874520274802
0.010829,1.1655621378788292
0.010920000000000001,1.1782259189144562
0.011011,1.1908658850472997
0.011102,1.2034820579429755
0.011193,1.2160744592671002
0.011284,1.2286431106852902
0.011375,1.2411880338631618
0.011466,1.2537092504663314
0.011557,1.266206782160415
0.011648,1.2786806506110293
0.011739000000000001,1.2911308774837909
0.01183,1.3035574844443152
0.011921000000000001,1.3159604931582194
0.012012,1.3283399252911194
0.012103000000000001,1.3406958025086317
0.012194,1.3530281464763727
0.012285,1.3653369788599585
0.012376,1.3776223213250054
0.012467,1.3898841955371302
0.012558,1.402122623161949
0.012649,1.414337625865078
0.01274,1.4265292253121336
0.012831,1.4386974431687323
0.012922000000000001,1.4508423011004898
0.013013,1.4629638207730233
0.013104000000000001,1.4750620238519485
0.013195,1.4871369320028824
0.013286000000000001,1.4991885668914406
0.013377,1.5112169501832402
0.013468,1.5232221035438966
0.013559,1.5352040486390268
0.01365,1.5471628071342467
0.013741,1.5590984006951736
0.013832,1.5710108509874225
0.013923,1.5829001796766105
0.014014,1.5947664084283537
0.014105000000000001,1.6066095589082692
0.014196,1.618429652781972
0.014287000000000001,1.6302267117150793
0.014378,1.6420007573732076
0.014469000000000001,1.6537518114219725
0.01456,1.6654798955269907
0.014651,1.6771850313538788
0.014742,1.6888672405682525
0.014833,1.700526544835729
0.014924,1.712162965821924
0.015015,1.723776525192454
0.015106,1.7353672446129353
0.015197,1.7469351457489841
0.015288000000000001,1.7584802502662171
0.015379,1.7700025798302503
0.015470000000000001,1.7815021561067006
0.015561,1.7929790007611834
0.015652,1.8044331354593157
0.015743,1.8158645818667138
0.015834,1.8272733616489938
0.015925,1.8386594964717724
0.016016,1.8500230080006657
0.016107,1.86136391790129
0.016198,1.8726822478392613
0.016289,1.8839780194801965
0.016380000000000002,1.8952512544897115
0.016471,1.9065019745334233
0.016562,1.9177302012769477
0.016653,1.9289359563859012
0.016744000000000002,1.9401192615258998
0.016835,1.9512801383625602
0.016926,1.962418608561499
0.017017,1.973534693788332
0.017108,1.9846284157086753
0.017199,1.9956997959881457
0.01729,2.00674885629236
0.017381,2.017775618286934
0.017472,2.0287801036374833
0.017563000000000002,2.039762334009626
0.017654,2.050722331068977
0.017745,2.061660116481153
0.017836,2.0725757119117705
0.017927000000000002,2.0834691390264455
0.018018,2.094340419490795
0.018109,2.105189574970434
0.0182,2.116016627130981
0.018291,2.1268215976380502
0.018382,2.137604508157259
0.018473,2.1483653803542238
0.018564,2.1591042358945605
0.018655,2.1698210964438855
0.018746000000000002,2.1805159836678154
0.018837,2.1911889192319665
0.018928,2.201839924801955
0.019019,2.212469022043397
0.019110000000000002,2.2230762326219096
0.019201,2.233661578203108
0.019292,2.2442250804526096
0.019383,2.2547667610360302
0.019474,2.2652866416189865
0.019565,2.275784743867094
0.019656,2.2862610894459703
0.019747,2.2967157000212306
0.019838,2.3071485972584918
0.019929000000000002,2.3175598028233697
0.02002,2.3279493383814813
0.020111,2.338317225598443
0.020202,2.348663486139871
0.020293000000000002,2.358988141671381
0.020384,2.3692912138585895
0.020475,2.379572724367114
0.020566,2.3898326948625694
0.020657000000000002,2.4000711470105727
0.020748,2.41028810247674
0.020839,2.4204835829266877
0.02093,2.430657610026033
0.021021,2.4408102054403904
0.021112000000000002,2.450941390835378
0.021203,2.461051187876611
0.021294,2.4711396182297065
0.021385,2.48120670356028
0.021476000000000002,2.4912524655339485
0.021567,2.5012769258163288
0.021658,2.511280106073036
0.021749,2.521262027969687
0.021840000000000002,2.531222713171898
0.021931,2.5411621833452864
0.022022,2.5510804601554664
0.022113,2.5609775652680566
0.022204,2.5708535203486718
0.022295000000000002,2.580708347062929
0.022386,2.590542067076444
0.022477,2.6003547020548337
0.022568,2.6101462736637147
0.022659000000000002,2.6199168035687026
0.02275,2.629666313435414
0.022841,2.6393948249294654
0.022932,2.6491023597164727
0.023023000000000002,2.6587889394620525
0.023114,2.6684545858318214
0.023205,2.678099320491395
0.023296,2.687723165106391
0.023387,2.6973261413424243
0.023478000000000002,2.7069082708651115
0.023569,2.71646957534007
0.02366,2.726010076432915
0.023751,2.7355297958092635
0.023842000000000002,2.7450287551347308
0.023933,2.7545069760749343
0.024024,2.7639644802954906
0.024115,2.773401289462015
0.024206000000000002,2.782817425240124
0.024297,2.7922129092954346
0.024388,2.801587763293563
0.024479,2.8109420089001245
0.02457,2.820275667780737
0.024661000000000002,2.829588761601016
0.024752,2.8388813120265772
0.024843,2.848153340723038
0.024934,2.857404869356015
0.025025000000000002,2.866635919591123
0.025116,2.87584651309398
0.025207,2.8850366715302007
0.025298,2.894206416565403
0.025389000000000002,2.903355769865202
0.02548,2.912484753095215
0.025571,2.921593387921058
0.025662,2.9306816960083473
0.025753,2.939749699022699
0.025844000000000002,2.94879741862973
0.025935,2.957824876495055
0.026026,2.966832094284293
0.026117,2.9758190936630586
0.026208000000000002,2.9847858962969678
0.026299,2.9937325238516386
0.02639,3.0026589979926857
0.026481,3.011565340385726
0.026572000000000002,3.020451572696376
0.026663,3.0293177165902523
0.026754,3.038163793732971
0.026845,3.0469898257901473
0.026936,3.0557958344273994
0.027027000000000002,3.0645818413103427
0.027118,3.0733478681045936
0.027209,3.082093936475768
0.0273,3.0908200680894833
0.027391000000000002,3.099526284611355
0.027482,3.108212607707
0.027573,3.116879059042034
0.027664,3.125525660282073
0.027755000000000002,3.134152433092735
0.027846,3.142759399139635
